CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Engagement_Score,Balance_Salary_Ratio,Stability_Score,Exit_Risk
-0.2462686567164179,0.4166666666666667,2,-0.761480032314815,0.0,1,1,0.01173910298084434,1,False,False,False,3,-0.7526446591530351,4.8,2400.5910447761194
-0.3283582089552239,0.3333333333333333,1,-0.10490626134011219,0.0,0,1,0.12551224505586478,0,False,True,False,2,-0.09320756997619796,3.0,3000.9850746268658
-1.1194029850746268,0.4166666666666667,8,0.48934648363294725,2.0,1,0,0.1396299859825274,1,False,False,False,1,0.42939067035083245,19.2,2402.686567164179
0.35074626865671643,0.16666666666666666,1,-0.761480032314815,1.0,0,0,-0.06471729820677216,0,False,False,False,0,-0.8141709783093614,6.0,5997.89552238806
1.4776119402985075,0.5,2,0.22180617002380998,0.0,1,1,-0.21456086737829289,0,False,True,False,3,0.2823976560519031,4.0,1997.044776119403
-0.05223880597014925,0.5833333333333334,8,0.12971396124102427,1.0,1,0,0.5037579100002783,1,False,True,True,1,0.08625986960959711,13.714285714285714,1714.3752665245202
1.2686567164179106,1.0833333333333333,7,-0.761480032314815,1.0,1,1,-0.9160956745557777,0,False,False,True,3,-9.075575404286273,6.461538461538462,921.9058553386913
-1.126865671641791,0.5833333333333334,4,0.35138702694300983,1.0,0,1,-0.2566765566947884,0,False,False,True,2,0.4727242630483388,6.857142857142857,1716.2174840085286
0.23880597014925373,-0.8333333333333334,2,0.29304369707555944,0.0,1,1,-0.28935158675174133,0,False,False,True,3,0.4123610094844288,-2.4,-1199.7134328358209
-0.9253731343283582,-0.5,6,0.03774694416293286,1.0,0,0,-0.20341071932008714,0,False,False,True,0,0.047385704375427586,-12.0,-2001.8507462686566
-1.1567164179104477,-1.0833333333333333,3,-0.761480032314815,1.0,1,0,-0.2419436884591592,0,False,True,True,1,-1.0045164464985656,-2.7692307692307696,-924.1446613088406
-1.3134328358208955,-0.25,10,-0.761480032314815,1.0,1,0,-0.7514568299827808,0,False,False,False,1,-3.063773718915951,-40.0,-4005.2537313432836
-0.7686567164179104,-1.0,5,-0.761480032314815,1.0,0,0,0.9215106650568533,0,False,False,False,0,-0.39629237878431683,-5.0,-1000.7686567164179
-0.12686567164179105,-0.16666666666666666,7,-0.761480032314815,1.0,1,1,-0.34803952945098593,0,False,True,False,3,-1.1679849725759828,-42.0,-6000.761194029851
-0.26865671641791045,0.6666666666666666,3,0.35983503838481085,1.0,0,1,-0.3645498838695644,0,True,False,True,2,0.5662679559742961,4.5,1500.402985074627
0.007462686567164179,1.75,1,0.27736731402842785,0.0,1,0,-0.9665614223345235,1,True,False,True,1,8.29482990584238,0.5714285714285714,571.4243070362473
-0.7686567164179104,-1.0833333333333333,9,-0.761480032314815,1.0,1,1,-0.8719470768938357,0,False,True,False,3,-5.946604059038134,-8.307692307692308,-923.7864523536166
-0.48507462686567165,0.6666666666666666,6,-0.761480032314815,0.0,0,0,0.5945034177197982,0,False,True,True,0,-0.47756563194060814,9.0,1500.7276119402986
0.5522388059701493,-1.0833333333333333,6,-0.761480032314815,1.0,1,1,-0.4621574355431932,0,False,False,False,3,-1.4158047031548544,-5.538461538461539,-922.5671641791045
0.5970149253731343,0.3333333333333333,8,-0.761480032314815,1.0,1,1,0.718518449817181,0,False,False,True,3,-0.4431026227247211,24.0,2998.208955223881
-0.11940298507462686,-0.4166666666666667,8,-0.761480032314815,1.0,1,0,0.3899080294721398,0,False,True,False,1,-0.5478636112376517,-19.2,-2400.286567164179
-1.0597014925373134,0.08333333333333333,4,-0.761480032314815,0.0,1,0,0.1902667944455082,1,False,True,False,1,-0.6397557554897213,48.0,12012.71641791045
0.12686567164179105,0.75,3,-0.761480032314815,1.0,0,1,-0.9321045355602052,0,False,False,True,2,-11.215477183900044,4.0,1333.1641791044776
1.4477611940298507,0.08333333333333333,5,-0.761480032314815,0.0,1,1,0.888562629059404,0,False,False,False,3,-0.4032061317945643,60.0,11982.626865671644
-0.5597014925373134,-1.0,3,-0.761480032314815,1.0,0,1,0.24713212265294998,0,False,False,True,2,-0.6105848919158331,-3.0,-1000.5597014925373
0.7761194029850746,-0.08333333333333333,2,0.31037123179236303,0.0,1,1,0.7099377694342358,0,True,False,True,3,0.18151024987011954,-24.0,-11990.68656716418
-0.6044776119402985,0.5833333333333334,9,-0.761480032314815,1.0,0,0,-0.6277364532173041,0,False,False,True,0,-2.045540152657814,15.428571428571427,1715.321961620469
-0.582089552238806,0.5,3,0.3458901866625552,0.0,1,1,-6.591375741323905e-05,0,True,False,False,3,0.3459129870872722,6.0,2001.1641791044776
-1.7985074626865671,-0.6666666666666666,0,-0.2937960224448828,1.0,1,1,-0.4747691716223741,0,False,False,True,3,-0.559365533345373,-0.0,-1502.69776119403
-0.4552238805970149,0.16666666666666666,3,-0.761480032314815,2.0,1,0,0.4093611765173728,1,False,True,False,1,-0.5403015529322894,18.0,6002.731343283583
-0.8880597014925373,-0.08333333333333333,7,-0.09312476614690961,0.0,0,1,0.5746540766477393,0,False,False,True,2,-0.059139824757677394,-84.0,-12010.656716417912
